timestamp,pair,bid,ask,spread
1712856180,btc_mxn,1154890,1157420,0.21858962174491542
1712856181,btc_mxn,1154890,1157420,0.21858962174491542
1712856183,btc_mxn,1154890,1157420,0.21858962174491542
1712856184,btc_mxn,1154890,1157420,0.21858962174491542
1712856186,btc_mxn,1154890,1157420,0.21858962174491542
1712856187,btc_mxn,1154890,1157420,0.21858962174491542
1712856189,btc_mxn,1154890,1157420,0.21858962174491542
1712856190,btc_mxn,1154890,1157420,0.21858962174491542
1712856192,btc_mxn,1154890,1157380,0.21514109454111874
1712856193,btc_mxn,1154890,1157400,0.2168653879384828
1712856194,btc_mxn,1154890,1157400,0.2168653879384828
1712856196,btc_mxn,1154890,1157400,0.2168653879384828
1712856197,btc_mxn,1154890,1157400,0.2168653879384828
1712856198,btc_mxn,1154890,1157400,0.2168653879384828
1712856200,btc_mxn,1154890,1157350,0.21255454270531818
